frame,y,dist_px,rank,source,confidence
631,1,3.536,2,map,medium_high
631,1,0.0,3,map,medium_high
631,1,4.472,4,map,medium_high
631,0,41.049,5,large_dark,medium_high
631,0,77.414,6,large_dark,medium_high
631,0,33.242,7,large_dark,medium_high
631,0,36.749,8,appearance,medium_high
631,0,61.0,9,large_dark,medium_high
631,0,64.0,10,large_dark,medium_high
631,0,57.559,11,large_dark,medium_high
631,0,44.972,12,appearance,medium_high
631,0,61.66,13,large_dark,medium_high
631,0,69.635,14,map,medium_high
631,0,68.691,15,map,medium_high
631,0,98.349,16,map,medium_high
631,0,84.336,17,map,medium_high
631,0,51.865,18,large_dark,medium_high
631,0,58.694,19,large_dark,medium_high
631,0,144.688,20,map,medium_high
631,0,110.781,21,map,medium_high
631,0,114.326,22,map,medium_high
631,0,72.719,23,map,medium_high
631,0,94.141,24,map,medium_high
631,0,132.197,25,map,medium_high
631,0,48.104,26,map,medium_high
631,0,121.807,27,map,medium_high
631,0,130.225,28,map,medium_high
631,0,86.452,29,motion,medium_high
631,0,41.785,30,map,medium_high
631,0,64.734,31,map,medium_high
631,0,113.716,32,motion,medium_high
631,0,50.7,33,appearance,medium_high
631,0,103.466,34,motion,medium_high
631,0,83.943,35,map,medium_high
631,0,64.195,36,motion,medium_high
631,0,112.661,37,map,medium_high
631,0,68.411,38,large_dark,medium_high
631,0,113.004,39,motion,medium_high
631,0,87.92,40,motion,medium_high
631,0,83.322,41,motion,medium_high
631,0,67.546,42,motion,medium_high
631,0,32.202,43,large_dark,medium_high
631,0,32.016,44,large_dark,medium_high
631,0,57.801,45,large_dark,medium_high
632,1,4.743,2,map,medium_high
632,1,0.0,3,map,medium_high
632,0,41.012,4,large_dark,medium_high
632,0,82.492,5,large_dark,medium_high
632,0,79.511,6,large_dark,medium_high
632,0,60.008,7,large_dark,medium_high
632,0,32.28,8,large_dark,medium_high
632,0,35.784,9,appearance,medium_high
632,0,65.0,10,large_dark,medium_high
632,0,59.682,11,large_dark,medium_high
632,0,49.739,12,large_dark,medium_high
632,0,47.817,13,appearance,medium_high
632,0,69.635,14,map,medium_high
